url,country,page_type,score
https://www.lg.com/au/2023spinandwin/,Australia,마이크로사이트/캠페인,59
https://www.lg.com/au/AHAC/,Australia,마이크로사이트/캠페인,57
https://www.lg.com/au/ITPAXEVENT/competitionentry/index-countdown/,Australia,마이크로사이트/캠페인,59
https://www.lg.com/au/LGlocallegends/index_pre/,Australia,마이크로사이트/캠페인,51
https://www.lg.com/au/LGlocallegends/meet-legend-jasmine-issa/,Australia,마이크로사이트/캠페인,51
https://www.lg.com/au/LGlocallegends/meet-legend-mathew-crothers/,Australia,마이크로사이트/캠페인,51
https://www.lg.com/au/air-conditioning/download-brochures/all-brochures-downloads/,Australia,마이크로사이트/캠페인,54
https://www.lg.com/au/appliances/installation-guide/,Australia,마이크로사이트/캠페인,51
https://www.lg.com/au/black-friday/sale/,Australia,마이크로사이트/캠페인,62
https://www.lg.com/au/ces2023/lg-ultragear-oled/,Australia,마이크로사이트/캠페인,59
https://www.lg.com/au/chophouse-styler/,Australia,마이크로사이트/캠페인,59
https://www.lg.com/au/computer-products/explore-more/ultrafine/,Australia,마이크로사이트/캠페인,57
https://www.lg.com/au/cooking/Recipes-Hub/by-poh-yeow-ling/pork-kimchi-dumpling-oven/,Australia,마이크로사이트/캠페인,59
https://www.lg.com/au/discover-styler/,Australia,마이크로사이트/캠페인,51
https://www.lg.com/au/fridge-freezers/top-mount/gt-223mwl/,Australia,마이크로사이트/캠페인,70
https://www.lg.com/au/fridge-freezers/top-mount/gt-2si/,Australia,마이크로사이트/캠페인,68
https://www.lg.com/au/fridge-freezers/top-mount/gt-442sdc/,Australia,마이크로사이트/캠페인,70
https://www.lg.com/au/fridge-freezers/top-mount/gt-4s/,Australia,마이크로사이트/캠페인,73
https://www.lg.com/au/fridge-freezers/top-mount/gt-4w/,Australia,마이크로사이트/캠페인,68
https://www.lg.com/au/fridge-freezers/top-mount/gt-7mb/,Australia,마이크로사이트/캠페인,70
https://www.lg.com/au/fridge-freezers/top-mount/gt-w600bpl/,Australia,마이크로사이트/캠페인,70
https://www.lg.com/au/kitchen/refrigerator-filters/,Australia,마이크로사이트/캠페인,51
https://www.lg.com/au/legal/,Australia,마이크로사이트/캠페인,59
https://www.lg.com/au/lg-ai-core-tech/washing-machine-dryer/,Australia,마이크로사이트/캠페인,73
https://www.lg.com/au/lg-benefits-program/corporate-partners-tbc/,Australia,마이크로사이트/캠페인,57
https://www.lg.com/au/lg-benefits-program/government-hub/,Australia,마이크로사이트/캠페인,57
https://www.lg.com/au/lg-signature/about-us/,Australia,마이크로사이트/캠페인,59
https://www.lg.com/au/lg-signature/lounge/,Australia,마이크로사이트/캠페인,59
https://www.lg.com/au/lg-signature/magazine/,Australia,마이크로사이트/캠페인,62
https://www.lg.com/au/lg-signature/magazine/art-culture/a-celebration-of-contemporary-arts-and-values/,Australia,마이크로사이트/캠페인,57
https://www.lg.com/au/lg-signature/magazine/art-culture/corkscrew-wearing-alessandro-mendini-last-original-sketch/,Australia,마이크로사이트/캠페인,59
https://www.lg.com/au/lg-signature/magazine/lifestyle/a-story-that-reaches-the-beyond-lg-signature-and-monocle-partnership/,Australia,마이크로사이트/캠페인,57
https://www.lg.com/au/lg-signature/magazine/lifestyle/city-trip-explore-berlin-interior-style/,Australia,마이크로사이트/캠페인,59
https://www.lg.com/au/lg-signature/magazine/lifestyle/natural-captivity-with-bebitalia/,Australia,마이크로사이트/캠페인,57
https://www.lg.com/au/lg-signature/magazine/performance/fashion-and-beyond-through-sustainable-style/,Australia,마이크로사이트/캠페인,57
https://www.lg.com/au/lg-signature/showroom/interactive-tour/,Australia,마이크로사이트/캠페인,54
https://www.lg.com/au/lg-signature/showroom/virtual-showroom/space/lounge/,Australia,마이크로사이트/캠페인,54
https://www.lg.com/au/lg65oledg3giveaway/,Australia,마이크로사이트/캠페인,59
https://www.lg.com/au/promotions/spring-sale-2024/entertainment/,Australia,마이크로사이트/캠페인,62
https://www.lg.com/au/washer-dryers/top-load-washing-machines/wf-t507/,Australia,마이크로사이트/캠페인,70
https://www.lg.com/au/washer-dryers/top-load-washing-machines/wf-t6571/,Australia,마이크로사이트/캠페인,70
https://www.lg.com/au/washer-dryers/top-load-washing-machines/wf-t6572/,Australia,마이크로사이트/캠페인,73
https://www.lg.com/au/washer-dryers/top-load-washing-machines/wt-h7506/,Australia,마이크로사이트/캠페인,22
https://www.lg.com/au/washer-dryers/top-load-washing-machines/wt-h756/,Australia,마이크로사이트/캠페인,70
https://www.lg.com/au/washer-dryers/top-load-washing-machines/wt-h800/,Australia,마이크로사이트/캠페인,70
https://www.lg.com/au/washer-dryers/top-load-washing-machines/wt-h8006/,Australia,마이크로사이트/캠페인,70
https://www.lg.com/au/washer-dryers/top-load-washing-machines/wt-h9556/,Australia,마이크로사이트/캠페인,73
https://www.lg.com/au/washer-dryers/top-load-washing-machines/wtg1432vh/,Australia,마이크로사이트/캠페인,68
https://www.lg.com/au/washer-dryers/top-load-washing-machines/wtg7520/,Australia,마이크로사이트/캠페인,70
https://www.lg.com/au/washer-dryers/top-load-washing-machines/wtg9532wh/,Australia,마이크로사이트/캠페인,68
https://www.lg.com/au/washer-dryers/top-load-washing-machines/wtl5-10w/,Australia,마이크로사이트/캠페인,70
https://www.lg.com/au/washer-dryers/top-load-washing-machines/wtx10-16g/,Australia,마이크로사이트/캠페인,73
https://www.lg.com/au/about-lg/career/,Australia,뉴스룸/Press,69
https://www.lg.com/au/about-lg/career/find-a-job/,Australia,뉴스룸/Press,72
https://www.lg.com/au/about-lg/career/index/,Australia,뉴스룸/Press,66
https://www.lg.com/au/about-lg/press-and-media/2022-refresh-of-lg-gram-range-delivers-powerful-performance-and-enhanced-user-convenience/,Australia,뉴스룸/Press,66
https://www.lg.com/au/about-lg/press-and-media/LG-showcased-digital-transformation-innovations-at-food-and-display-technology-expo-2025/,Australia,뉴스룸/Press,72
https://www.lg.com/au/about-lg/press-and-media/come-play-with-lg/,Australia,뉴스룸/Press,62
https://www.lg.com/au/about-lg/press-and-media/dont-just-read-all-about-it-see-all-about-it/,Australia,뉴스룸/Press,66
https://www.lg.com/au/about-lg/press-and-media/eupd-research-names-lg-electronics-solar-division-as-top-brand-photovoltaics-pv-for-fourth-consecutive-year/,Australia,뉴스룸/Press,62
https://www.lg.com/au/about-lg/press-and-media/experience-powerful-cordless-freedom-with-the-new-range-of-cordzero-handsticks-from-lg/,Australia,뉴스룸/Press,62
https://www.lg.com/au/about-lg/press-and-media/let-your-favourite-music-flow-for-free-with-90-days-access-to-google-play-music/,Australia,뉴스룸/Press,66
https://www.lg.com/au/about-lg/press-and-media/lg-2023-soundbars-enrich-home-entertainment-with-immersive-audio-and-versatile-features/,Australia,뉴스룸/Press,66
https://www.lg.com/au/about-lg/press-and-media/lg-amplifies-positive-influence-of-the-life-s-good-campaign-via-social-media-challenge/,Australia,뉴스룸/Press,72
https://www.lg.com/au/about-lg/press-and-media/lg-and-ambarella-join-forces-to-advance-ai-driven-in-cabin-vehicle-safetey-solutions/,Australia,뉴스룸/Press,69
https://www.lg.com/au/about-lg/press-and-media/lg-and-greater-homes-partner-to-address-australia-s-housing-and-/,Australia,뉴스룸/Press,66
https://www.lg.com/au/about-lg/press-and-media/lg-and-masterchef-australia-cook-up-a-partnership-to-inspire-cul/,Australia,뉴스룸/Press,66
